replicate,and_truth_auroc,and_TT_vs_mixed_auroc,and_mixed_vs_FF_auroc,and_total_range,and_pooled_sd,and_range_over_sd,dprime_AND_TT_mixed,dprime_AND_mixed_FF,or_truth_auroc,or_TT_vs_mixed_auroc,or_mixed_vs_FF_auroc,or_total_range,or_pooled_sd,or_range_over_sd,dprime_OR_TT_mixed,dprime_OR_mixed_FF,and_minus_or_auroc,OR_to_AND_range_ratio,OR_range_compression,OR_to_AND_pooled_sd_ratio,OR_to_AND_range_over_sd_ratio
909,0.9597583333333333,0.9443374999999999,0.6777875000000001,10.864906573246941,3.950821257371365,2.750037489794156,2.218712985541494,0.6191527273796642,0.6932583333333332,0.855275,0.5950375,6.705062802117691,4.165041883271645,1.609842827522987,1.457186690598729,0.3358451259780071,0.26650000000000007,0.6171302769071033,0.3828697230928967,1.0542217964177931,0.5853894114161643
910,0.9350416666666667,0.9152625,0.6499250000000001,10.400157258108578,4.33429548579961,2.399503516126776,1.9362673761503508,0.5393240847630976,0.6737833333333334,0.8090625,0.5783625,6.099173376875626,4.2738262379860625,1.427099052990445,1.2609195321171844,0.32265458940091607,0.26125833333333326,0.5864501108500403,0.4135498891499597,0.9860486558861383,0.5947476398342753
911,0.94055,0.9213375,0.6688500000000001,10.606728571825196,4.233375178030057,2.505501668472694,1.9691241419205956,0.6118346717782311,0.6778583333333333,0.8314625,0.5853875,6.544862708987781,4.3228734002191995,1.5140074906324832,1.358650788962961,0.3236201972143407,0.26269166666666666,0.6170481939523741,0.3829518060476259,1.0211411033573428,0.6042731919453853
912,0.9570416666666667,0.9404625,0.70785,10.876538775568,3.830082241945384,2.8397663779782345,2.185911362831812,0.73575334858036,0.6973750000000001,0.8430624999999999,0.5897,6.077776025240158,3.738628598546938,1.6256699121176028,1.4219599814466837,0.35829019041940197,0.2596666666666666,0.5587968884819023,0.44120311151809766,0.9761222768542968,0.5724660749293732
913,0.9453416666666666,0.9258750000000001,0.6957875,10.67928258469518,4.040420167242692,2.6431118900149078,2.007411686846447,0.7074978804302577,0.6879,0.8371875,0.5916625000000001,6.223743178712253,4.0041123888170995,1.5543377843474768,1.3420357287182136,0.36771050793979887,0.2574416666666667,0.5827866365884631,0.4172133634115369,0.9910138607068755,0.588071125637708
914,0.9489916666666667,0.93075,0.6923375,11.41416736465057,4.267957367878026,2.67438645253515,2.0563566679642102,0.6830340837215211,0.6672833333333333,0.8419,0.5636249999999999,6.095678898842684,4.102612358254636,1.485804255081012,1.4069697509307648,0.27749392958974217,0.28170833333333334,0.5340449902391365,0.46595500976086346,0.961258982840872,0.5555682701251209
915,0.9617583333333333,0.9458375000000001,0.685825,10.902520653916561,3.8017401147014254,2.8677711587270887,2.248680711508313,0.6825845312684283,0.6797,0.8373625,0.5756874999999999,6.385870870331143,4.163698920151537,1.5337014017571495,1.3883318420783282,0.30437438247400633,0.2820583333333333,0.5857242625848288,0.4142757374151712,1.0952087187786477,0.5348060625722696
916,0.9561,0.94265,0.6789375,10.621288009762909,3.9652043220627076,2.6786231293719798,2.1576464932738646,0.5872856105751604,0.6746583333333334,0.8314874999999999,0.5710375000000001,5.811949795518153,3.9631114398402465,1.4665118263120134,1.3329601457332274,0.29578839983688976,0.2814416666666666,0.547198210817361,0.452801789182639,0.9994721880507352,0.5474871810936115
917,0.9527416666666667,0.938675,0.6698500000000001,10.848059659683827,4.084982946837135,2.6555948460159704,2.148733627788905,0.5954102763892901,0.6545916666666668,0.8507750000000001,0.5516125000000001,5.844687904711875,4.060813967380087,1.4392897462581102,1.398968765854744,0.2442813433355865,0.2981499999999999,0.5387772641436802,0.4612227358563198,0.9940834564619758,0.5419839356961361
918,0.9535083333333333,0.9356500000000001,0.700325,11.141985528389075,3.939242921092548,2.8284586027253296,2.1585735842662634,0.7265084360516849,0.6604583333333334,0.8199875,0.5651,5.560150327129167,4.000546485237352,1.389847698969878,1.2792839915741077,0.28218036805666025,0.2930499999999999,0.49902688465734,0.50097311534266,1.0155622705613192,0.49137989774031193
919,0.9559166666666666,0.9381625,0.6870375,11.208483392618072,4.156145711744213,2.6968456281370843,2.11133394832688,0.6511005174652442,0.6649499999999999,0.829225,0.5650124999999999,6.036502225164469,4.212162919900023,1.433112237099259,1.3402659020954928,0.27356799846040003,0.2909666666666667,0.5385654788175999,0.46143452118240014,1.0134781627115526,0.5314031408201954
920,0.9602416666666667,0.9445625000000001,0.6865,11.30179683270944,3.9822114097938486,2.8380705265706907,2.228300830261929,0.6948689091536212,0.6648833333333334,0.8365749999999998,0.5653,5.991009097360945,4.155284836945154,1.4417806076960449,1.335283237149826,0.28964528364211634,0.2953583333333333,0.5300935051337928,0.46990649486620717,1.0434616371008452,0.5080143689868706
921,0.9412833333333332,0.9219875,0.6552625,10.331219663401223,4.214991411821347,2.4510654124766016,1.9884134361821861,0.5486794207636848,0.702675,0.84375,0.6071749999999999,6.896676522536849,4.1672718096987715,1.6549620081142176,1.4381734940285125,0.39146311183091165,0.2386083333333332,0.6675568565218503,0.33244314347814974,0.9886786003908,0.6752010777395017
922,0.9531500000000002,0.9345749999999999,0.6824749999999999,10.573214536964322,3.9863800165633227,2.6523348233316555,2.069344994467104,0.6493311885678144,0.6668083333333332,0.8374875,0.5656625,5.9067015862840675,4.1267496848754135,1.4313205397294144,1.3405618560328265,0.26593205250926094,0.28634166666666694,0.558647662509262,0.441352337490738,1.0352123148643275,0.5396454954097769
923,0.9454,0.9258125,0.6810875,10.798507356884508,4.119910423041823,2.621053918184883,2.027454870827095,0.6537510743912123,0.6867416666666666,0.8403499999999999,0.5883875,6.56270362138162,4.096168052829429,1.6021568296858402,1.4177150585599634,0.3644184257563557,0.25865833333333343,0.6077417373057228,0.3922582626942772,0.9942371634879226,0.6112643538425782
924,0.949425,0.931025,0.6667375,10.80092208573761,4.194697403447555,2.5748989848136614,2.0624216154766835,0.5957716326554793,0.6745166666666667,0.8507374999999999,0.5730124999999999,6.119929104365433,3.9490343090394986,1.5497280158738223,1.4596035234237514,0.28464816376712904,0.2749083333333333,0.5666117259050197,0.43338827409498026,0.9414348471939478,0.6018597331444332
925,0.9468333333333333,0.9319624999999999,0.6814,10.927472474217527,4.126226169453372,2.6482970214076174,2.1003492071572882,0.6557316317146233,0.6900833333333335,0.84635,0.5880625,6.399170698478845,3.9681782323667822,1.6126217936189122,1.4328730952735753,0.3460703582712568,0.2567499999999998,0.5856039183422481,0.4143960816577519,0.9616967343533843,0.6089278432831431
926,0.9511833333333333,0.9351125,0.6864750000000001,11.029282152124527,4.1041176053845465,2.6873699081269646,2.1294110570365756,0.6556434719801689,0.6815333333333333,0.8435,0.5797375,6.143509667603026,4.00157475196066,1.5352729983596778,1.3858482839170556,0.31365100086172,0.26964999999999995,0.5570180890167568,0.44298191098324324,0.9750146405918407,0.5712920256034749
927,0.9313916666666666,0.9109375000000001,0.6679499999999999,9.790828167563367,4.062422490004679,2.410095993622783,1.882169537571581,0.6049309556086836,0.6625333333333333,0.8125374999999999,0.5659625,5.6921856879833514,4.070192799026258,1.3985051738446235,1.2503758073435502,0.2925012540119038,0.2688583333333333,0.5813793879910324,0.4186206120089676,1.0019127279451354,0.5802694903211856
928,0.9558666666666666,0.9395874999999999,0.6994750000000001,11.022179091238733,3.8949577703595972,2.8298584326425504,2.1617810807216453,0.7104072409659251,0.6537833333333334,0.8455874999999999,0.5523875,5.72438044709217,4.013840819762807,1.4261603048400024,1.3812791226143066,0.2473438567108914,0.30208333333333326,0.5193510647674328,0.48064893523256724,1.0305222948263786,0.5039687810489656
929,0.9637583333333334,0.94905,0.7135875,11.269906782207856,3.9005492801641415,2.8893127538523498,2.2090462397934427,0.7677033123443552,0.6767833333333333,0.8400499999999999,0.576425,5.790253073289176,3.8514358056489195,1.5034011640013796,1.3705198389698519,0.3114742383347833,0.2869750000000001,0.5137800325403246,0.48621996745967544,0.9874085747961233,0.520331750862512
930,0.9375083333333333,0.9188125,0.6568499999999999,10.717773803000789,4.4329503556612835,2.4177518228493606,1.9420411243355034,0.5658410668778638,0.6932750000000001,0.8461875,0.596275,6.981212314352061,4.246947559808372,1.643818817171141,1.4630208344088964,0.3523324138124639,0.2442333333333332,0.651367760009774,0.34863223999022597,0.9580408574584263,0.6798955962460502
931,0.9450416666666667,0.9274375000000001,0.6793875,10.543178244055225,4.091511907967188,2.576841637323612,2.0171037538580596,0.6282097099513415,0.66645,0.8306125,0.56735,5.642979308447094,3.993879402018602,1.4129067857169142,1.3222467038844856,0.26317800000035374,0.2785916666666667,0.5352256385904213,0.46477436140957873,0.9761377925459604,0.5483095139615964
932,0.9587999999999999,0.9435875,0.6945875,11.051546916521222,3.8495423299257823,2.8708729426373893,2.2095292221805343,0.6981527074021876,0.6903666666666667,0.853375,0.589475,6.487497980950332,4.0323063159542425,1.608880246840838,1.4480769319606193,0.35250710931332907,0.2684333333333332,0.5870217110739507,0.41297828892604926,1.0474768090242,0.560414995364722
933,0.9511666666666667,0.9341875,0.6774625,11.348834082841117,4.227640433892858,2.6844369241664636,2.109219325046372,0.6313028793522959,0.6970000000000001,0.866575,0.5908625,6.729944440054716,3.9739378591374006,1.6935203011743987,1.5295849363500489,0.3550745153736531,0.25416666666666665,0.5930075627971391,0.40699243720286093,0.939989557124695,0.6308661179290881
934,0.9431666666666666,0.9243875,0.6900875,11.033045266413664,4.206490714900699,2.6228621466656716,2.0220811113246384,0.6741870993204419,0.661575,0.8374624999999999,0.5617125000000001,5.761579581316141,3.985150983310944,1.445761931089824,1.3754282679059355,0.2609344499161605,0.2815916666666666,0.5222111794334154,0.47778882056658456,0.9473813811580041,0.5512153709365767
935,0.9523083333333333,0.9342625,0.6833625,11.031054584738667,4.126953225623043,2.672929394074564,2.0824318111650792,0.6351976546552958,0.683125,0.8517874999999999,0.5799,6.24103705279366,3.9973837784992674,1.5612804270538978,1.4392288596488856,0.3048378908289439,0.26918333333333333,0.5657697552714552,0.43423024472854477,0.9686040911926704,0.5841083683373735
936,0.9391583333333333,0.9171499999999999,0.6805999999999999,10.62444066948589,4.148075910329267,2.5612936935482797,1.9644097184724207,0.6453162528770027,0.6617000000000001,0.8156375,0.5669125,5.739260335435973,4.153297790125841,1.3818562081150647,1.266663217344831,0.28371399015619436,0.27745833333333325,0.5401941159989264,0.4598058840010736,1.001258867944912,0.5395149379377555
937,0.958675,0.9443625,0.6778250000000001,10.98394792886822,4.007612782227643,2.7407707594850925,2.186333596321224,0.6158751289765284,0.6858333333333333,0.8477375,0.583375,6.172861765273959,3.9854231862892586,1.548859801516179,1.404903846083606,0.31648586325995165,0.27284166666666676,0.5619893507552349,0.43801064924476507,0.9944631387451435,0.5651183325551687
938,0.9420999999999999,0.925125,0.6669125,10.885324206798828,4.335238632635013,2.5108938928657287,2.017177810336436,0.5963385753129999,0.6901666666666666,0.8452374999999999,0.58745,6.6759865744680855,4.113228198734971,1.6230528071652564,1.4593379762094691,0.3352259376000365,0.25193333333333334,0.6133015836403249,0.38669841635967506,0.9487893394774669,0.6464043788456695
939,0.9521833333333334,0.9347375,0.6809625000000001,11.2912855112796,4.184246416738264,2.6985230760098182,2.105094719844769,0.6485860341245143,0.689725,0.8532375000000001,0.5863499999999999,6.326816882813952,3.8988317437026065,1.6227468376990177,1.4733690709507636,0.3360104253613745,0.26245833333333335,0.560327420336124,0.43967257966387596,0.931788273297215,0.6013462890591614
940,0.9488666666666665,0.92995,0.679075,10.773058034433744,4.112672019364389,2.619479011141451,2.060755919489339,0.6386935365588854,0.6723083333333333,0.8304750000000001,0.5694125000000001,5.841911368755805,3.9948789233283124,1.462350043862818,1.311839931845932,0.2891152983662028,0.27655833333333324,0.5422704816110154,0.45772951838898457,0.9713584999043319,0.5582598820769294
941,0.9279083333333333,0.9085374999999999,0.679125,10.623140978006305,4.452038494849451,2.38612963259329,1.8465612872766382,0.6097790586089369,0.6716666666666666,0.8145,0.5782625,5.542616138375551,3.9650557234876445,1.3978658876199328,1.2213103795852525,0.3232886220381038,0.2562416666666667,0.5217492782832069,0.47825072171679306,0.8906157770367,0.5858298176787261
942,0.936275,0.9143625,0.6817249999999999,10.505790428901491,4.154704774168104,2.5286490857837345,1.9255440700366344,0.6613844643329925,0.70465,0.8411625,0.6084999999999999,6.451594805992723,3.8665293790429263,1.668575141562657,1.417778911980076,0.4149935539113951,0.23162499999999997,0.6140989437828827,0.38590105621711734,0.9306387792179822,0.6598682082632654
943,0.9467166666666667,0.9318875,0.6714375,11.440860591430248,4.38648227470325,2.6082085541321907,2.079569387720497,0.6298659022557699,0.6744500000000001,0.8312375,0.58215,6.328764540728495,4.21956435657,1.499862072461201,1.3515348073853715,0.325011773623582,0.27226666666666655,0.5531720704182903,0.4468279295817097,0.961947203321472,0.575054502480243
944,0.9382333333333333,0.9170874999999999,0.6744875000000001,10.219695371196357,4.112042612756409,2.485308722116046,1.9413635694941174,0.6255576026035519,0.667825,0.800975,0.5771375,5.918957509916856,4.318242427831477,1.3706867108174894,1.2237952245004122,0.29461563276939223,0.27040833333333325,0.5791716186178218,0.42082838138217815,1.0501453497673865,0.5515156723267992
945,0.9340166666666667,0.9137500000000001,0.6685249999999999,10.586364311798969,4.360697515448228,2.427676827914723,1.8918029561363734,0.6055645139868621,0.6622166666666667,0.8334,0.5668624999999999,6.1185098734849035,4.264367751038633,1.4347988331903772,1.3333036951891435,0.28637317711812316,0.27180000000000004,0.577961393853181,0.422038606146819,0.9779095513806365,0.5910172295967465
946,0.94165,0.9216625,0.6824374999999999,11.124645975866166,4.431236053309137,2.5105062880950695,1.9316491606324675,0.6615787008519199,0.6739,0.8367749999999999,0.5741875000000001,6.531274466735296,4.372751253362814,1.4936304601622363,1.3918117670994938,0.2850357057253446,0.26774999999999993,0.587099533855213,0.41290046614478704,0.9868016961311173,0.5949518896826099
947,0.9208166666666667,0.9000874999999999,0.6623249999999999,10.376616223294373,4.543686675161448,2.2837437889410954,1.7940808280153888,0.5791002510704163,0.6913,0.823225,0.59005,6.337750618488132,4.126422347097646,1.5358947982980562,1.3178910435162563,0.35664950325384864,0.2295166666666667,0.610772383029891,0.389227616970109,0.9081661307447052,0.6725337604575184
948,0.9302083333333333,0.9069125,0.6807375000000001,10.541893169893049,4.267221185719422,2.470435140595076,1.8618461995782078,0.6545232857622146,0.6907666666666666,0.8274625,0.5974999999999999,6.322945843936497,4.025008988548599,1.5709147139610549,1.327923282611582,0.378150470715298,0.23944166666666666,0.5997922519262872,0.40020774807371284,0.9432388932681989,0.6358858357166399
949,0.9421833333333333,0.922,0.6584625000000001,11.110042015363959,4.380726901064904,2.536118380870361,2.0202632921985395,0.5914507491798556,0.6926416666666667,0.8281999999999999,0.595875,6.590727531454965,4.204287871917886,1.5676204228252446,1.3770717701652453,0.3548786984425137,0.24954166666666655,0.5932225568850881,0.40677744311491193,0.9597238008367681,0.6181180005829455
950,0.9512083333333333,0.9341,0.702225,10.979175615019091,3.948876209839292,2.780329144697578,2.119346216827228,0.7254677683752724,0.6842333333333332,0.8245875,0.5885874999999999,5.965324011702824,3.99979979230708,1.4914056506468372,1.297560658595591,0.3359548920897755,0.2669750000000001,0.5433307764512383,0.4566692235487617,1.0128957150748112,0.5364133428199057
951,0.9500416666666667,0.9325000000000001,0.686825,11.046376190796677,4.26313648057233,2.5911382948062904,2.010796540322063,0.6637824458809916,0.6893583333333333,0.8546499999999999,0.5891375,6.68487045476321,4.109576835930676,1.626656641704892,1.4700569454229302,0.3418931415533264,0.2606833333333334,0.6051641134884336,0.3948358865115664,0.9639796555091669,0.6277768519593812
952,0.9451583333333333,0.9282125,0.65395,10.957198484334988,4.354651161097748,2.5162057944436653,2.0470321452737497,0.553282178660151,0.6904666666666667,0.8574625,0.5855625,6.551203871127338,3.9623838522758166,1.6533491240038793,1.5002633638498224,0.3320037627590358,0.25469166666666665,0.59789040788969,0.40210959211031005,0.9099199237068059,0.6570802466375513
953,0.9437666666666666,0.923175,0.6924999999999999,10.736423006511526,4.126201053732342,2.6020116001860667,1.9841281054041344,0.6953254389141017,0.6935333333333333,0.8411875,0.5895625,6.3885005564165285,4.023231300968123,1.5879028766949697,1.363608830829529,0.362372309299568,0.2502333333333333,0.5950306310157463,0.40496936898425373,0.9750449017332595,0.610259722355358
954,0.9409,0.9210875000000001,0.6646875,10.503495531840557,4.235687488523796,2.479761682205972,1.968163568655094,0.5800551758267272,0.6634333333333332,0.8227875,0.5683499999999999,5.908312130639196,4.2730064067568065,1.3827061249654384,1.2817364424298097,0.2719294274037587,0.27746666666666675,0.5625091297205385,0.43749087027946154,1.0088105929283315,0.5575963750417324
955,0.950075,0.9319,0.6780875,11.14380009027876,4.144164787233088,2.6890340182922796,2.0817714885185588,0.6455679065162209,0.6785416666666667,0.8400124999999999,0.567825,5.972656851809975,3.984580814912667,1.4989423302588687,1.3717230902033104,0.2744814300474318,0.2715333333333333,0.5359623111886397,0.4640376888113603,0.9614918854549293,0.5574278049523522
956,0.9467,0.92985,0.6754875,10.8213250359356,4.166592186944383,2.5971644332851156,2.0403321040988285,0.6195896471378681,0.6627083333333333,0.8314375,0.5605749999999999,5.938868951872328,4.1442037854409755,1.4330542751628672,1.3474452666862045,0.2613203968091439,0.28399166666666664,0.5488116226201923,0.45118837737980766,0.9946266875905063,0.5517764900816148
957,0.9500916666666667,0.9324375,0.6852625,10.857433945098807,4.055316358619863,2.677333402613722,2.0763402822972346,0.6734334602116948,0.6926166666666667,0.8192125,0.59585,6.104094952763249,4.02885810331295,1.515093060175989,1.2997623149217388,0.35279461562035946,0.257475,0.5622041988584899,0.43779580114151007,0.9934756618307535,0.5658962976732347
958,0.9317333333333333,0.9099624999999999,0.666175,10.637990191908212,4.4946106813284725,2.366832401324677,1.8571886165044047,0.5974841048691335,0.6728333333333334,0.8215000000000001,0.5803375000000001,6.3010791828842,4.3521993770829,1.447791940797426,1.299430975105113,0.3190049681344204,0.2588999999999999,0.5923185742055972,0.4076814257944028,0.968315096825365,0.6117002369864131
959,0.9521999999999999,0.9345875,0.6991,10.442694154113974,3.8276778878602458,2.7282060978103004,2.1018267268838535,0.6807957573596302,0.6562666666666667,0.8201374999999999,0.5617,5.281778805584501,3.907756479055376,1.3516141125716383,1.2636262402336833,0.26063312729194293,0.29593333333333327,0.5057869863500414,0.4942130136499586,1.020920932623172,0.49542229000091464
960,0.9325666666666665,0.91275,0.665875,10.950603661197986,4.598636926453075,2.38127163251485,1.8825159127439761,0.5927128168204886,0.7015416666666667,0.8647,0.5973125,7.2002434247301075,4.219582862777843,1.7063874934760805,1.5137931346975184,0.36756962565535456,0.2310249999999998,0.657520228792794,0.34247977120720596,0.9175725177400347,0.716586663266959
961,0.9451583333333333,0.9294749999999999,0.664425,10.839812807289874,4.2397504545776075,2.5567100996678374,2.0438842962120143,0.5847642057029,0.6751916666666666,0.844225,0.57775,6.646231977216179,4.280809523336109,1.5525642850926606,1.4463570452773622,0.3097970547311603,0.2699666666666667,0.6131316190946146,0.38686838090538544,1.0096843126024482,0.6072508123992496
962,0.9488333333333334,0.93245,0.6673625,11.03267380048096,4.27060549649997,2.5833980238921463,2.0769749634823307,0.5932856855699832,0.666725,0.8372125,0.5685,6.252727258380934,4.20792766667721,1.4859398149584637,1.3882969756750807,0.2792672021934806,0.2821083333333334,0.5667463183864233,0.4332536816135767,0.9853234325029254,0.5751881054394195
963,0.9436,0.924275,0.6835875,11.127517837672983,4.259468601543198,2.6124192660186534,2.011740021375607,0.6714306600754987,0.68965,0.8473625,0.5916125,6.633918286643313,4.180397526316696,1.58691087268162,1.4271453715371367,0.34377378838055167,0.25395,0.5961723345150455,0.4038276654849545,0.9814363990855913,0.607448771077272
964,0.9499666666666666,0.9310999999999999,0.6735000000000001,9.970259118412335,3.827830576224077,2.6046761788102417,2.0519404911319166,0.6292334950918429,0.6942333333333335,0.8206375,0.5969625000000001,5.950865570266851,3.870774790122845,1.5373835712301906,1.286144346914714,0.38029028270863097,0.25573333333333315,0.5968616762705028,0.4031383237294972,1.011218943222176,0.5902398093618045
965,0.9394666666666667,0.920225,0.6842875,11.046860749123336,4.380105289502732,2.5220536993934846,1.9443225238351278,0.6462718113915744,0.6777416666666667,0.8252875000000001,0.5812375000000001,6.2510687087628085,4.247927498449075,1.471557297304411,1.331633416990009,0.30072949681789424,0.261725,0.5658683358762248,0.43413166412377524,0.9698231475461487,0.5834757989722019
966,0.9393916666666667,0.9186375,0.6645374999999999,10.591125608599182,4.303883286748306,2.4608301161904995,1.9472750136232329,0.5956533145162378,0.6757,0.8356625000000001,0.57165,5.687582191497708,3.7925733332745377,1.4996630761486172,1.370622114716495,0.29162106349599426,0.26369166666666677,0.5370139493841738,0.4629860506158262,0.8811979973880575,0.6094134927404815
967,0.9499833333333333,0.93335,0.7038249999999999,11.010983889396337,3.9701897408231415,2.773415027543098,2.1017709034134593,0.7346790755786253,0.6633166666666666,0.8121750000000001,0.5684874999999999,5.624631471190037,4.053703494073947,1.3875290778944755,1.2151818648743897,0.30672194683271825,0.28666666666666674,0.5108200618299515,0.48917993817004846,1.0210352045374764,0.5002962283375433
968,0.9505166666666667,0.9330625,0.7057375,10.76390720459601,3.9106285134057317,2.7524749967165296,2.0664328834987837,0.7336833004599259,0.6727500000000001,0.813025,0.5811125,5.792247016874519,4.125471611756747,1.404020573155274,1.2432659142832954,0.3027541048496678,0.2777666666666666,0.5381175168809822,0.4618824831190178,1.0549382529213724,0.5100938518352217
969,0.9470083333333333,0.9293750000000001,0.6890875,11.102415642720604,4.120949946986281,2.6941398914199346,2.0908250703603284,0.6714490115906147,0.66625,0.8246499999999999,0.5727375,5.975298649350251,4.11754949857439,1.4511783407628895,1.3128741738683574,0.30536393543811396,0.28075833333333333,0.5381980680274755,0.4618019319725245,0.9991748387008734,0.538642535001422
970,0.9457,0.9271375,0.6777875000000001,10.22654520959312,3.958947796768105,2.583147274117022,2.0408890271985882,0.625159967848923,0.689975,0.8188249999999999,0.5960125,6.357959589544999,4.1583643641564425,1.5289568283982642,1.3076513384136066,0.3541495841755938,0.255725,0.6217113853445685,0.3782886146554315,1.0503711030368048,0.591896886297703
971,0.9637666666666667,0.9515250000000001,0.7043499999999999,11.298811242292961,3.8158082583870256,2.9610531969101257,2.286578158511337,0.7169969304117808,0.676775,0.8546374999999999,0.57215,6.271573808251561,4.0149625325575755,1.562050394591478,1.4622630815502697,0.2952834797917758,0.28699166666666664,0.555064924421095,0.444935075578905,1.0521918976753655,0.5275320268550007
972,0.9615416666666667,0.9478,0.7099,11.20971392230507,3.811684067850392,2.940882224960164,2.2602288844315215,0.7481803883129448,0.6871249999999999,0.84545,0.590225,6.276191181532699,4.006111085340098,1.5666543058428153,1.3957377722657118,0.35012558997026305,0.27441666666666686,0.5598886131290419,0.4401113868709581,1.051008167001457,0.5327157587427822
973,0.94675,0.92595,0.7187874999999999,10.864033838593809,3.930220009099413,2.764230453623699,2.009420618387482,0.7849265495040461,0.6866916666666667,0.8451125,0.5844124999999999,6.291167073077567,3.9288328483313473,1.601281427829018,1.4137294702361856,0.3435961630515338,0.2600583333333333,0.5790820579671415,0.4209179420328585,0.9996470526421284,0.5792865156122775
974,0.954725,0.9374500000000001,0.6986,10.88707508577576,3.9854065290618266,2.7317351458092283,2.1103936008799558,0.6997804036653382,0.6588333333333334,0.8282624999999999,0.5658500000000001,5.712691481753424,4.0566433275748635,1.408231145913579,1.3396757787562161,0.2681277018219976,0.29589166666666666,0.5247223369679154,0.47527766303208463,1.01787441205648,0.5155079357067083
975,0.9464333333333333,0.9260375000000001,0.7097,11.38367872898978,4.25190601830303,2.6773119349267973,1.9997991409560467,0.7498299773857311,0.6837250000000001,0.8207125000000001,0.5893875,6.4644637255752375,4.296918643373222,1.504441731877991,1.327558445608193,0.3455288356551477,0.2627083333333332,0.5678712373630833,0.4321287626369167,1.0105864581381685,0.5619224686715951
976,0.9287333333333333,0.9063749999999999,0.6646375,10.715407356354213,4.466667884890691,2.398971141911179,1.8829098160607445,0.6224121525149368,0.6918833333333333,0.806975,0.5963125,5.84844020083326,4.049683522998641,1.444172160026645,1.1981891161000973,0.3588029344424947,0.23685,0.5457972810865793,0.4542027189134207,0.9066453175749702,0.6019964704019415
977,0.9359916666666667,0.9149,0.6826375,11.06474513233342,4.405876206592304,2.5113608765897153,1.9247738161321764,0.6711213927688453,0.6858,0.8406625,0.5841000000000001,6.425849099267408,4.059517017648534,1.5829097578188174,1.4106290110853528,0.33757017098640313,0.2501916666666667,0.5807498521127052,0.41925014788729476,0.9213869903050091,0.630299600736123
978,0.9497583333333333,0.932025,0.7098875,10.811313663321528,3.8915580173804867,2.7781453122466657,2.0947994252902515,0.7339677371841362,0.682725,0.8360375,0.584475,6.16653873344252,3.9633872006555495,1.5558759266373385,1.3868817959222668,0.35178603781113027,0.26703333333333323,0.5703783023485042,0.4296216976514958,1.018457693025328,0.5600412331848521
979,0.95065,0.9349000000000001,0.689675,10.98732662614849,4.08771276735832,2.687891065606608,2.110828072119646,0.6465548995740106,0.6628499999999999,0.84415,0.555575,5.874834733645338,4.017604621522237,1.4622729927613964,1.4048760271214138,0.24770808854443116,0.28780000000000006,0.5346919167456032,0.46530808325439676,0.982849052801381,0.544022416485613
980,0.9323,0.9120874999999999,0.66345,11.037846594856392,4.568327592759341,2.416167923760774,1.9089096989982002,0.6074697624234396,0.6930666666666666,0.8349875000000001,0.5932375,6.403578864481772,4.104217986545744,1.560243360726376,1.3505655604954308,0.3573864529214057,0.2392333333333334,0.5801474779932005,0.41985252200679946,0.8984071092123085,0.6457512101633448
981,0.9575333333333332,0.9417625000000001,0.6969625,11.285194946430012,4.066681700947717,2.775037678459089,2.139391599196686,0.7078484946603648,0.68415,0.8292999999999999,0.5814874999999999,6.037676190361573,3.980186963663537,1.5169328088056027,1.3481857713860885,0.3292775093293031,0.2733833333333332,0.5350085859413131,0.46499141405868694,0.9787308809381313,0.5466350315098851
982,0.9448916666666667,0.92755,0.672975,10.60831724352593,4.152499883792578,2.554682128934125,2.022337487698243,0.6076006412643171,0.6813083333333334,0.8398125000000001,0.5790250000000001,6.170589043087313,4.0773408019139294,1.5133856459069597,1.365605399206784,0.3173311420026338,0.2635833333333333,0.5816746333498949,0.4183253666501051,0.9819002807990438,0.5923968499902493
983,0.94585,0.9273750000000001,0.6873125,11.128184276554581,4.243149167773058,2.6226238665078587,2.017630802037263,0.6730457644571144,0.6792583333333333,0.83945,0.5798875000000001,6.309240860016575,4.161055676108332,1.5162596588751618,1.3705701094115863,0.31039597133613794,0.26659166666666667,0.5669604944725081,0.43303950552749193,0.9806526972258646,0.5781460613694976
984,0.9348416666666667,0.9175125,0.6601374999999999,10.734003233502607,4.426783337509259,2.424786219499534,1.9507243437059245,0.5886631205596649,0.71625,0.8480749999999999,0.6218000000000001,7.310448640877175,4.064004223970426,1.7988289967216269,1.4951593611755603,0.4413519219021887,0.21859166666666663,0.6810551927225111,0.31894480727748886,0.9180490469310043,0.7418505525377399
985,0.9555250000000001,0.9409125,0.6621,10.709405205881723,3.9187729777188496,2.7328465483386477,2.246535335624708,0.5739072883883398,0.6783833333333333,0.83105,0.5809625,5.950707780891797,3.9492031108648837,1.5068122894263039,1.3562477810612807,0.3131079732891302,0.27714166666666673,0.5556525004417242,0.4443474995582758,1.0077652197050078,0.5513709836149876
986,0.9436833333333332,0.9269875000000001,0.6894,10.643748844353132,4.086682711959567,2.6044960165868734,2.027365231044711,0.6454322975881498,0.6588416666666665,0.8109125000000001,0.5651999999999999,5.453188259498749,4.050681546525405,1.3462396875351472,1.2306059226257131,0.268312483120353,0.28484166666666666,0.5123371792441203,0.48766282075587974,0.9911906140085687,0.5168906686597128
